"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,78.3,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,51.1,,
"RUS","Russia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,43,,
"HUN","Hungary","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,52.1,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,80.7,,
"GRC","Greece","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1524","15-24","2014","2014","PC","Percentage","0","Units",,,26.1,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,82.2,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,80.5,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2013","2013","PC","Percentage","0","Units",,,63.2,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,71.3,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,78.8,,
"SVN","Slovenia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,52.2,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,80,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,81.8,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,41.6,,
"ZAF","South Africa","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,27.7,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,45.3,,
"POL","Poland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,64.7,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,62.1,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,63.1,,
"HUN","Hungary","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,60.7,,
"CZE","Czech Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,65.6,,
"ITA","Italy","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,40.5,,
"FRA","France","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,51.8,,
"ISR","Israel","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,68.4,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,49.3,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,80.7,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2007","2007","PC","Percentage","0","Units",,,64.9,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1524","15-24","2012","2012","PC","Percentage","0","Units",,,36.1,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,49,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,62,,
"CAN","Canada","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,63.8,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,82.8,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,44,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,76.6,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1524","15-24","2014","2014","PC","Percentage","0","Units",,,32.5,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1524","15-24","2009","2009","PC","Percentage","0","Units",,,42.9,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,50.1,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,53.6,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2007","2007","PC","Percentage","0","Units",,,67.8,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,64.8,,
"ISL","Iceland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,89.1,,
"DNK","Denmark","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,81.1,,
"CZE","Czech Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,50.9,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,68.2,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2007","2007","PC","Percentage","0","Units",,,31.6,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1524","15-24","2012","2012","PC","Percentage","0","Units",,,46.6,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,43.4,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,84.4,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,75.8,,
"POL","Poland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,74.6,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,67.1,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,70.5,,
"ISL","Iceland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,84.7,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,70.8,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,85.6,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,56,,
"NOR","Norway","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,68.3,,
"RUS","Russia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,63.3,,
"SVN","Slovenia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,67.2,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,53.1,,
"ITA","Italy","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,34.3,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,65.8,,
"DEU","Germany","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,82.5,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,62.9,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2003","2003","PC","Percentage","0","Units",,,73.5,,
"PRT","Portugal","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,64.5,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,58.2,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,72,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,49.6,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,85.5,,
"ZAF","South Africa","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,63.7,,
"NOR","Norway","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1524","15-24","2014","2014","PC","Percentage","0","Units",,,56.2,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2012","2012","PC","Percentage","0","Units",,,32.4,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,41.5,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,75.9,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,62,,
"DNK","Denmark","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,58.1,,
"FIN","Finland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,77.1,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,72,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1524","15-24","2011","2011","PC","Percentage","0","Units",,,24.1,,
"ISL","Iceland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,76.6,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,52,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,75,,
"DEU","Germany","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,52.1,,
"PRT","Portugal","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,76.7,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,63,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,57,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,62.8,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2003","2003","PC","Percentage","0","Units",,,73.8,,
"POL","Poland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,38.8,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,54,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,66.8,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,63.7,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1524","15-24","2007","2007","PC","Percentage","0","Units",,,35.8,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1564","15-64","2002","2002","PC","Percentage","0","Units",,,65.8,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,64.1,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,50.2,,
"ITA","Italy","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,74.7,,
"DNK","Denmark","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,61,,
"CAN","Canada","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,70.6,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,65,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2007","2007","PC","Percentage","0","Units",,,71.3,,
"SVN","Slovenia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1524","15-24","2014","2014","PC","Percentage","0","Units",,,30.4,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","1524","15-24","2004","2004","PC","Percentage","0","Units",,,32,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,72.3,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,66.5,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,57.5,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2011","2011","PC","Percentage","0","Units",,,41.1,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,82.4,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,44.2,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,66.8,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,66.1,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,67.9,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,60.7,,
"BEL","Belgium","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,32.8,,
"CAN","Canada","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,64.1,,
"CZE","Czech Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,37.4,,
"DNK","Denmark","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,61.7,,
"FIN","Finland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,54.1,,
"FRA","France","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,40.1,,
"DEU","Germany","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,50.5,,
"GRC","Greece","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,27.7,,
"HUN","Hungary","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,34.4,,
"ISL","Iceland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,77.7,,
"IRL","Ireland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,38.3,,
"ITA","Italy","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,33.7,,
"JPN","Japan","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,43,,
"KOR","Korea","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,25.9,,
"LUX","Luxembourg","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,36.2,,
"MEX","Mexico","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,57.5,,
"NLD","Netherlands","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,67.5,,
"NZL","New Zealand","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,64.4,,
"NOR","Norway","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,56.3,,
"POL","Poland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,38.4,,
"PRT","Portugal","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,34.2,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,38.3,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,40.6,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,53.6,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,65.9,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,54.2,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,63.1,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,56.2,,
"BRA","Brazil","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2014","2014","PC","Percentage","0","Units",,,66.9,,
"CHL","Chile","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,40.8,,
"COL","Colombia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,63.4,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,73.7,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,70.6,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,64.7,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2001","2001","PC","Percentage","0","Units",,,64.7,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2002","2002","PC","Percentage","0","Units",,,63,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2003","2003","PC","Percentage","0","Units",,,64.8,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2004","2004","PC","Percentage","0","Units",,,61.8,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,60.5,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2006","2006","PC","Percentage","0","Units",,,61.2,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2007","2007","PC","Percentage","0","Units",,,63.6,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2008","2008","PC","Percentage","0","Units",,,59.4,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2009","2009","PC","Percentage","0","Units",,,57.1,,
"CRI","Costa Rica","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,53.3,,
"EST","Estonia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,47.5,,
"ISR","Israel","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,49.9,,
"LVA","Latvia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,45.2,,
"LTU","Lithuania","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,36.7,,
"RUS","Russia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,41.9,,
"SVN","Slovenia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,38.9,,
"ZAF","South Africa","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,29.5,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,71.1,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,59,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,66.4,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,55.4,,
"BEL","Belgium","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,58.9,,
"BEL","Belgium","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,48,,
"CAN","Canada","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,70.6,,
"CAN","Canada","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,61.2,,
"CZE","Czech Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,68,,
"CZE","Czech Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,51.3,,
"DNK","Denmark","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,66.7,,
"DNK","Denmark","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,57.8,,
"FIN","Finland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,68.3,,
"FIN","Finland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,63.7,,
"FRA","France","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,60.9,,
"FRA","France","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,51.6,,
"DEU","Germany","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,65.9,,
"DEU","Germany","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,54.7,,
"GRC","Greece","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,59.8,,
"GRC","Greece","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,44.7,,
"HUN","Hungary","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,67.2,,
"HUN","Hungary","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,53.2,,
