"COUNTRY","Country","SEX","Gender","AGE","Age","COUNTRY_ORIGIN","International students exclusion","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"x","Data included in another category"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2014","2014",0.075,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"x","Data included in another category"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2014","2014",0.274,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2013","2013",29.825,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2014","2014",29.823,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2013","2013",19.522,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2014","2014",19.604,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2013","2013",21.736,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2014","2014",21.808,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2013","2013",14.35,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2014","2014",14.175,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",0.901,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",1.191,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",1.229,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",1.176,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",1.175,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",0.806,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",0.999,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",1.024,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",1.043,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",1.044,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",36.061,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",36.256,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",22.648,,
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",22.945,,
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2014","2014",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2014","2014",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2014","2014",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2014","2014",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2014","2014",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2014","2014",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"ITA","Italy","M","Men","Y_TYP_OECD","Below typical age","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
